sentiment,text,user,subject,id
neutral,"der #art4peace Friedenskrieger kämpft um das dahin schmelzende friedliche Miteinander #musa #PrayForUkraine June 4, 2022 at 02:52AM",Friedenskriege,prayforukraine,cef87566-d7dd-48bf-910a-1a0e5d6c2073
neutral,"Отже, війна! [анімація] 🇺🇦#Ukraine\n\n#StopWar #PrayForUkraine #FreeUkraine #stopputin #UkraineRussianWar #StopRussia… https://t.co/wIBmcLg2US",lukas_34w,prayforukraine,4e4178f4-f9da-4cf3-b9cd-37bbaa84d111
neutral,#Gas und #Öl und andere #Energien aus #Russland nein danke Es geht auch anders!\n\n#FCKPTN \n#PutinWarCrimes… https://t.co/eFLoMZoY9D,Bastian81165171,prayforukraine,dfeef63e-23b3-42d8-9a19-cb5c5753b921
neutral,RT @Gspirithorse: G’night my dears 😘\n“May the stars carry your sadness away. May flowers fill your heart with beauty.\nMay hope forever wipe…,JudieMacmahon,prayforukraine,8c81267f-c113-4dac-a14d-00624ad3cc25
positive,RT @Arts_42: The Joy of Expression \nBruce Neeley ©️2022\n❤️☘️🐥❤️✨❤️🦢❤️🦢❤️\n#ArtistsOnTwitter #Art\n#Drawing ✍🏻#Digital 🖥\n#DigitalPainting 🎨\n❤️…,TBGTNT,prayforukraine,5fe9ab63-20dd-4983-b67e-a23e06927030
neutral,RT @DYoumore: 祈りとは\n計り知れない力を秘めた\n生命の宣言\n\n祈りが繋がれば\n思いもかけない\n大きな力になる…と\n\nどうか\n1人1人の祈りが\n世界の平和のために\n一つに繋がりますように\n\n#PrayForPeace \n#PrayForUkraine \n#祈り\n#平…,juuza7777,prayforukraine,e59ceea7-0cbf-4040-8cfc-52e83236b3f3
neutral,#PrayForUkraine Já são 100 dias... 🇺🇦,WillSamoro,prayforukraine,18e61d1c-f8bb-47b6-bcbb-1d48348bdbd0
neutral,"RT @TARTLEofficial: Amidst the conflict in Ukraine, it is TARTLE's vision that humanity uses the Marketplace to extend their help to innoce…",TARTLEofficial,prayforukraine,c35407fb-d04b-4708-9022-728d7a40b81f
neutral,#戦争反対\n#StopPutinNOW\n#悪逆非道\n#戦争犯罪\n#genocide\n#StopRussia\n#StopWar\n#NoWar\n#PrayForUkraine\n#核廃絶\n#核戦争阻止\n力による一方的な現状変更は許されな… https://t.co/eu2V4Me7Zm,takaG7toma,prayforukraine,b1d94c71-e926-4da9-b62b-81b519798f77
neutral,"チャリティーグッズ第7弾は「ウクライナチュールドレス👗」です🐰🇺🇦\n\nリボンやバラでウクライナカラーを使い、デザインしました💙💛\n首元のフリルもとても可愛いです💕\n\nお値段は3,000円(送料込み)です🐰\n\n#ウクライナ… https://t.co/scSHxFL0EQ",genmaichan0804,prayforukraine,14107408-f3af-4ef9-b784-9fadfd0db925
neutral,"🙏🏻 #SanJuanXXIII , un Santo, sencillo , profético y diplomático Papa que puede enseñarnos mucho hoy #PrayForUs 🌏🌍🌎… https://t.co/6PBBwHj6X6",FamiliaDominGo,prayforukraine,4df5d5bf-41d0-4708-b1cb-6bf19dad09a1
neutral,ご購入希望の方はこのツイートにリプかDMをよろしくお願いします☺️\n沢山のご注文お待ちしています🙆🏻‍♀️\n\nうさぎさんのキャリーバックやスマホ、ポーチなどに付けたらきっと可愛いと思います🐰\n\n#ウクライナ #ウクライナ支援… https://t.co/KU6QsZ7a3J,genmaichan0804,prayforukraine,3fdfe7b0-5d48-4d97-ab57-41a5e3bdeaaf
neutral,ウクライナチャリティーグッズ第6弾は「うさぎリボンストラップ🐰💙💛」です☺️\n\nリボンとストーンでウクライナの青色と黄色を組み合わせています🇺🇦\n\nうさぎパーツはパールとダイヤ素材の2種類があります🐰💎\n\nお値段は１つ600円(送… https://t.co/u8gZc6fwGb,genmaichan0804,prayforukraine,01076f0e-06b2-48b6-95f7-d845e24bf17e
neutral,#VoteBlueToSaveDemocracy  #PrayForUkraine 🇺🇦🙏💙💛\n#GunControlNow \n\nWordle 349 5/6\n\n🟨⬜⬜⬜⬜\n⬜⬜⬜🟨⬜\n🟨🟨🟩⬜🟨\n🟨🟩🟩🟨🟩\n🟩🟩🟩🟩🟩,dmckendree,prayforukraine,2a1b9f42-f497-4355-aa17-d47075f5cc16
neutral,"der #art4peace Friedenskrieger kämpft um das dahin schmelzende friedliche Miteinander #musa #PrayForUkraine June 4, 2022 at 01:12AM",Friedenskriege,prayforukraine,91f36d6d-ce04-4792-9d00-6a0ba228c75d
neutral,#SunflowerFromJapan\n#PrayForUkraine\nおはようございます🌻 https://t.co/bndz1gS03j,chimakigreeeen,prayforukraine,f400d364-66c3-4c9d-ac72-2d974c987a72
neutral,おはようございます。\n今朝のひまわりです。\n#SunflowerFromJapan\n#PrayForUkraine https://t.co/7Izs9kDvYU,nanao_hideout,prayforukraine,26cf3f4a-fe59-4fc7-a24f-f96f4bbbecab
neutral,"@strategywoman Minneapolis, Minnesota. The USA\n#StandWithUkraine \n#PrayForUkraine\n#DefeatHitlerPutin",JadeSky13692487,prayforukraine,a67461a9-6d92-4adb-b28c-7f099d17a1f4
positive,RT @KarenCookPhotos: The #WarInUkraine has lasted 100 days &amp; still wages.  When will the brave people of @Ukraine see the sun? @UkraineLive…,HHPhotography3,prayforukraine,ccb3d9b8-62ea-4c32-a119-7511ceac9145
neutral,#StandWithUkraine \n#PrayForUkraine\n#DefeatPutin\n#PutinWarCrimes https://t.co/jEUpTyVfZ7,JadeSky13692487,prayforukraine,4263f9b2-e911-4a6f-923f-2e3f2eac333b
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",trambovka,russian navy,aec34543-6e68-4df9-a133-c4c4bdcef893
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",Lviv_UA_SU,russian navy,eab4c71e-a3fc-4224-ac28-4a8b0dd8eba2
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",meneer_k,russian navy,6153af84-fd2c-4916-a08f-c2b174bb75eb
negative,"RT @Capt_Navy: RFS 063 Admiral Kuznetsov of the 🇷🇺#Russian #Navy in the dry dock in Murmansk on May 31,2022. Photo from O.Filonok https://t…",navalwarships,russian navy,1a36e6b1-30c4-4274-9857-6c7044f3e387
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",davidisaksen,russian navy,1bf05ff8-50f0-4a5d-b5b9-4868c49f0cff
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",OctavianGagu,russian navy,4241c926-21ba-45d8-8c9f-bbeda81d87f1
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",AWACSALK,russian navy,a29810ee-5141-43ef-b571-bf3346b5b13a
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",arifzam2019,russian navy,daeac3dd-bb8b-4629-b335-17dbec371535
negative,"RT @Capt_Navy: RFS 063 Admiral Kuznetsov of the 🇷🇺#Russian #Navy in the dry dock in Murmansk on May 31,2022. Photo from O.Filonok https://t…",FaathirHabibie,russian navy,18398a77-6358-4c8d-a561-2dea6c870bf8
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",Chicagoeba,russian navy,5fdc4604-0872-4b4f-a948-1a155fe8c38f
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",CASELS2020,russian navy,13185560-f6e2-47c1-8c38-52727935a753
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",BErickson_BIO,russian navy,dbc1f49b-869e-4687-9517-6c8c6c1a69f2
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",TheApilas,russian navy,dcd0da5d-c6a0-4247-8f2e-9b75af996071
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",yuzukoseuG,russian navy,a7b595bf-fd82-403c-9694-bf71ea40d33a
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",AnonyLegion1112,russian navy,1c2820a9-a6b0-46bd-9ebd-e878122882b6
positive,"RT @CovertShores: ***UPDATE***\n\n#Russian Navy landing ships in formation off Crimea today, with beautiful clouds. \n\n#OSINT #Ukraine https:/…",IdenixH,russian navy,aba38d6f-2254-4955-9256-a1df509ab85f
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",IdenixH,russian navy,b6851633-85bc-4ad9-8e02-04acf65a444b
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",KathrynMClark2,russian navy,47673929-f9f5-4848-9a5b-4f91953aeddd
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",needlesineyes,russian navy,2e33e573-3e60-42cb-bbb2-777b365ebf5b
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",Klaius2,russian navy,33430dea-f322-4dfb-8d9f-d4eeceb16cb4
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",Sigma19001,russian navy,6cef771a-d2af-48a4-919a-aa5e3f8ad718
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",DavePharrel,russian navy,3cae3401-bd35-4136-95a4-e1aef23886a2
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",wachteldean54LV,russian navy,bf7d7800-bdf4-47be-a59d-73d51f397a89
positive,"RT @ArmedMaidan: More victims of Putin's war\n\n\Hundreds of dead dolphins\"" washing up on Ukrainian shores b/c of powerful military sonars: r…""",CANEMNNJ,russian navy,b6c56772-a5a3-4228-92be-be79ad876695
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",flibbergussed,russian navy,1eea5da3-f7b0-4fcb-ba4d-643c3e515f4d
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",CyFi10,russian navy,14577c50-bc9c-414a-aa68-32ae42528ed0
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",Wezsh0T,russian navy,0216b580-7f54-4d31-adc2-7c63223264c1
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",JustmeAnybody,russian navy,9bcf7cac-05c4-4f4e-affb-2263a54b1d5e
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",rdiaconu51,russian navy,56e53740-1bd7-46e1-a7de-b80fdf26cf21
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",RGInvest,russian navy,fec4bce4-0f51-4cf0-b73c-dda13841207c
positive,"RT @uasupport999: A group of 5 large landing ships, assembled from 3 fleets of the #Russian Navy, have left for the Black Sea, according to…",HiroGallery,russian navy,8c3f281a-48a4-451b-9bec-5254978380ff
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",ignacio_abad,russian navy,d99ba7a2-40b1-4eca-9625-1a3922160e1d
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",BaturrilloSUB,russian navy,c1b40546-8daa-4f9d-8479-a4d9c0730ad3
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",509Tiernan,russian navy,26ba7661-8670-49b9-a143-b25c270cfcc7
positive,"RT @uasupport999: A group of 5 large landing ships, assembled from 3 fleets of the #Russian Navy, have left for the Black Sea, according to…",Madelei51396098,russian navy,547718d8-733a-4eab-b46d-d6ce21256fc7
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",Ve10Ve_Ghost,russian navy,9e77c544-d59d-4fd0-835f-14a57d1dad63
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",dario74x,russian navy,c36b464b-8cc2-4694-b9e4-48cc4f7b7e0f
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",georgevisan,russian navy,f836eb9f-aa7f-4cb8-9be7-fc00d1730868
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",sovietarmyfan,russian navy,0b59524b-cd7e-47c2-9fd0-0e656d278fd7
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",KateRoe18,russian navy,8e5a6673-4a50-4c29-93ef-40a6081827f1
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",JFIFUDHDVHDJZUH,russian navy,e3367dd2-e7d6-426b-8dfb-c4297024a0cb
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",alessionaval,russian navy,693541c1-3579-4b56-9d14-bd5bfa9ad216
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",eng_vp,russian navy,99e71dd8-6330-4bcf-bdb7-ebdb5e310ff5
positive,"RT @uasupport999: A group of 5 large landing ships, assembled from 3 fleets of the #Russian Navy, have left for the Black Sea, according to…",KatarzynaKlass,russian navy,3407ddfc-12c0-4fa8-9e33-972f43855364
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",BeKindReWine,russian navy,7b8f5129-81d3-4834-a420-d284ffa38c12
negative,"RT @Capt_Navy: RFS 063 Admiral Kuznetsov of the 🇷🇺#Russian #Navy in the dry dock in Murmansk on May 31,2022. Photo from O.Filonok https://t…",f86d_,russian navy,e2d5e3da-3d73-4423-9d11-dc6a62b73f5c
neutral,RT @CavasShips: Work to refit the #Russian #Navy's only aircraft carrier ADMIRAL #KUZNETSOV 063 has picked up at Murmansk. Ship is (at last…,f86d_,russian navy,78e5ad3f-d66e-4b6e-a708-b0a30fb67c32
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",ukrainelivebot,russian navy,41a0678e-387b-4ead-9c4f-4444241a249c
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",KaptainLOMA,russian navy,c67c7e30-07ed-469f-94c6-40addf25807d
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",alex_dobrinin,russian navy,0b0240c6-73af-4751-96b5-7aadec2a7f4b
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",vap_zondag,russian navy,db500dd8-317f-482c-bb56-04d6e4421730
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",SciteCito,russian navy,49aa254b-544a-408b-86a8-cb9a588597c7
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",wildgees8,russian navy,a6e635ab-53f4-4c5e-8332-9addeb2bc58f
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",wallellaa,russian navy,f91cd8c9-35ab-4005-87ed-36448a277240
positive,"RT @uasupport999: A group of 5 large landing ships, assembled from 3 fleets of the #Russian Navy, have left for the Black Sea, according to…",GagneuxEric,russian navy,89120ac2-a34e-49b6-b27b-6e361d4f0e2b
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",Matt_Ros,russian navy,d3282ab6-3f30-43f3-ad66-e9e80d5b00ba
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",Cincus,russian navy,430bcf5b-68fe-4093-a15e-67bcd6168855
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",Fandango831,russian navy,bca8d7ac-2091-4342-a113-90cd8d7ab7b4
positive,"RT @uasupport999: A group of 5 large landing ships, assembled from 3 fleets of the #Russian Navy, have left for the Black Sea, according to…",longterm_invest,russian navy,3a582205-6794-42ff-9a7c-aa6cc74487cb
positive,"RT @uasupport999: A group of 5 large landing ships, assembled from 3 fleets of the #Russian Navy, have left for the Black Sea, according to…",WiktorDv,russian navy,4a33fecb-aaf5-4b11-bcdb-f369d8dbe2ac
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",SVelascoJimenez,russian navy,3f3d03ce-8706-4dff-a4b3-b0227671c7d0
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",dZN34X9U7sxebLP,russian navy,88d425c2-de4b-40ba-82af-fa3a92898c1c
positive,"RT @USAS_WW1: #maps - #Russian Navy's real flagship and only aircraft carrier is laid up in Murmansk, thousands of miles away from the Blac…",zeusanna,russian navy,98a38a11-b041-4a65-b6cc-69bf8e0aa119
positive,"A group of 5 large landing ships, assembled from 3 fleets of the #Russian Navy, have left for the Black Sea, accord… https://t.co/ezj1fh7Cp3",uasupport999,russian navy,4f9df115-5561-4e05-8b74-3ac7fa1b413f
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",trilatus,russian navy,be66296d-8d6a-4874-91b2-1461179ff2d9
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",DebbieNester1,russian navy,876b689f-08b4-484c-9a4e-53d4a07f1e19
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",kdmms007,russian navy,d9fb9455-9274-4893-9e75-1a04d92fad13
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",lporkert,russian navy,045dc534-4e59-4e41-bce3-5db08ac5f253
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",basarabesc,russian navy,cac1785a-1e2b-48bb-a9ec-909e4b949fbb
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",clarinetwoman2,russian navy,b39dc5c1-2bc3-47e9-a705-df35b1990f2d
positive,"RT @USAS_WW1: #maps - #Russian Navy's real flagship and only aircraft carrier is laid up in Murmansk, thousands of miles away from the Blac…",petekitching,russian navy,07aa170a-a203-4dc7-999e-31624e6c2b4a
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",rachel_maria65,russian navy,7bea7476-f0c0-4450-8363-3c14a0d68106
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",MadisSarglepp,russian navy,713385e8-0de1-4cb7-90c7-6c59eb2242ed
neutral,@deecanadian @JudahBDavis @centerepublican @RivetsAndPins @MartinKoenigsb2 @107Kazuno @militaryhistori… https://t.co/AlX4h115eP,USAS_WW1,russian navy,ddcf0ff7-c5a7-49be-a444-55f89651ced1
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",GatisRamanis,russian navy,66ec9a31-2b72-4f17-9200-135b38fec4b1
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",Borg36271416,russian navy,347ee16e-13ad-45e8-b298-256027c6f7ae
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",GacConservadora,russian navy,783878af-8024-44ce-807f-59bbe135ab07
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",KrazyKaoticMess,russian navy,0363945b-5a76-42b7-9afa-ded19bbc002b
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",OSINT88,russian navy,5c28df6a-217b-4a0e-8416-c4c3ba895eab
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",spectre_agent95,russian navy,d7110db5-5a1c-40e3-b40b-d8af7179b906
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",A_Woronecki,russian navy,ad87a375-170c-4e18-b071-b711e108e228
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",RDSWEB,russian navy,ee28191b-e9e8-4329-8537-008b41752d07
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",schtinkygirl,russian navy,9c28fbf1-fced-4cd5-ab5a-b27001c63090
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",HulshofMenno,russian navy,a44bf3e5-6d9d-4383-bcf6-7476fccfe93d
negative,"RT @Capt_Navy: RFS 063 Admiral Kuznetsov of the 🇷🇺#Russian #Navy in the dry dock in Murmansk on May 31,2022. Photo from O.Filonok https://t…",FORONAVAL,russian navy,b6ea39f6-c8f7-4655-8cb1-97b3566d2d64
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",impofigu,russian navy,978b6924-6eb1-48f3-abbc-9f43c4957149
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",_critic10_,russian navy,a9af2017-ae6d-444d-85ca-6fa6c50f365e
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",cellcaller3,russian navy,eb3a6dec-a49f-4eb5-9e44-6e727b3eb833
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",gigafestyu,russian navy,ca8054dd-1480-4520-b03d-abf00ec375fb
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",Vivat_Ukraina,russian navy,d6fd6f82-ead2-4078-be60-9a99b5fcce2a
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",Capt70cc1,russian navy,b9dfceca-29c5-4d57-b739-180c0a2ef757
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",jimmy_jarkarta,russian navy,53c16d99-5d03-420b-8cea-03a536e126ea
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",mercoglianos,russian navy,85e04d9b-5e94-4786-911d-de5065335bdb
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",AnotherOneCR,russian navy,80757b10-27f8-442a-ac76-9d371b347637
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",cannoneerno4,russian navy,c3712494-5a97-4764-bfb8-7da783565ec5
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",GermanCucumber1,russian navy,a4a1f24f-dd8f-40a2-b1d8-6f38d8e4f305
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",s_total_s2,russian navy,e16d1b50-db93-496c-a2e5-5b4a5f0c3c61
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",breezyshade007,russian navy,2cd19002-1613-4b73-9099-17b66a6e6b01
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",PernilleSue,russian navy,6cbc0e0f-54ab-41a2-8b1a-8f40775156ca
neutral,"RT @CovertShores: ***UPDATE***\n\n#OSINT: signs that #Russian Navy is clearing mines close to #Ukraine coast, west of Odesa. This is part of…",BlueNCarolina,russian navy,862fc865-dbe2-4e0a-988a-1790f0d9fde1
